block_id,seq,type,key,val
WONDER_ARISTOTLES_LYCEUM,0,kv,DefaultIcon,ICON_WONDER_ARISTOTLES_LYCEUM
WONDER_ARISTOTLES_LYCEUM,1,kv,Description,DESCRIPTION_WONDER_ARISTOTLES_LYCEUM
WONDER_ARISTOTLES_LYCEUM,2,kv,Movie,MOVIE_WONDER_ARISTOTLES_LYCEUM
WONDER_ARISTOTLES_LYCEUM,3,kv,EnableAdvance,ADVANCE_PHILOSOPHY
WONDER_ARISTOTLES_LYCEUM,4,kv,ObsoleteAdvance,ADVANCE_CLASSICAL_EDUCATION
WONDER_ARISTOTLES_LYCEUM,5,kv,ProductionCost,3240
WONDER_ARISTOTLES_LYCEUM,6,kv,IncKnowledgePercent,20
WONDER_CENTRAL_MATTER_DECOMPILER,0,kv,DefaultIcon,ICON_WONDER_GLOBAL_NANO_CLEANER
WONDER_CENTRAL_MATTER_DECOMPILER,1,kv,Description,DESCRIPTION_WONDER_GLOBAL_NANO_CLEANER
WONDER_CENTRAL_MATTER_DECOMPILER,2,kv,Movie,MOVIE_WONDER_GLOBAL_NANO_CLEANER
WONDER_CENTRAL_MATTER_DECOMPILER,3,kv,EnableAdvance,ADVANCE_ECOTOPIA
WONDER_CENTRAL_MATTER_DECOMPILER,4,kv,ProductionCost,30000
WONDER_CENTRAL_MATTER_DECOMPILER,5,kv,BuildingEverywhere,IMPROVE_MATTER_DECOMPILER
WONDER_CHICHEN_ITZA,0,kv,DefaultIcon,ICON_WONDER_CHICHEN_ITZA
WONDER_CHICHEN_ITZA,1,kv,Description,DESCRIPTION_WONDER_CHICHEN_ITZA
WONDER_CHICHEN_ITZA,2,kv,Movie,MOVIE_WONDER_CHICHEN_ITZA
WONDER_CHICHEN_ITZA,3,kv,EnableAdvance,ADVANCE_JURISPRUDENCE
WONDER_CHICHEN_ITZA,4,kv,ObsoleteAdvance,ADVANCE_THEOLOGY
WONDER_CHICHEN_ITZA,5,kv,ProductionCost,2160
WONDER_CHICHEN_ITZA,6,kv,DecCrimePercent,30
WONDER_DATA_HAVEN,0,kv,DefaultIcon,ICON_WONDER_DATA_HAVEN
WONDER_DATA_HAVEN,1,kv,Description,DESCRIPTION_WONDER_DATA_HAVEN
WONDER_DATA_HAVEN,2,kv,Movie,MOVIE_WONDER_DATA_HAVEN
WONDER_DATA_HAVEN,3,kv,EnableAdvance,ADVANCE_DIGITAL_ENCRYPTION
WONDER_DATA_HAVEN,4,kv,ProductionCost,12400
WONDER_DATA_HAVEN,5,kv,GoldPerInternationalTradeRoute,25
WONDER_EAST_INDIA_COMPANY,0,kv,DefaultIcon,ICON_WONDER_EAST_INDIA_COMPANY
WONDER_EAST_INDIA_COMPANY,1,kv,Description,DESCRIPTION_WONDER_EAST_INDIA_COMPANY
WONDER_EAST_INDIA_COMPANY,2,kv,Movie,MOVIE_WONDER_EAST_INDIA_COMPANY
WONDER_EAST_INDIA_COMPANY,3,kv,EnableAdvance,ADVANCE_OCEAN_FARING
WONDER_EAST_INDIA_COMPANY,4,kv,ObsoleteAdvance,ADVANCE_GLOBAL_ECONOMICS
WONDER_EAST_INDIA_COMPANY,5,kv,ProductionCost,4320
WONDER_EAST_INDIA_COMPANY,6,kv,GoldPerWaterTradeRoute,15
WONDER_EAST_INDIA_COMPANY,7,kv,IncreaseBoatMovement,100
WONDER_EGALITARIAN_ACT,0,kv,DefaultIcon,ICON_WONDER_EGALITARIAN_ACT
WONDER_EGALITARIAN_ACT,1,kv,Description,DESCRIPTION_WONDER_EGALITARIAN_ACT
WONDER_EGALITARIAN_ACT,2,kv,Movie,MOVIE_WONDER_EGALITARIAN_ACT
WONDER_EGALITARIAN_ACT,3,kv,EnableAdvance,ADVANCE_VIRTUAL_DEMOCRACY
WONDER_EGALITARIAN_ACT,4,kv,ProductionCost,20000
WONDER_EGALITARIAN_ACT,5,kv,TemporaryFullHappiness,5
WONDER_EGALITARIAN_ACT,6,flag,RevoltingCitiesJoinPlayer,
WONDER_EMANCIPATION_PROCLAMATION,0,kv,DefaultIcon,ICON_WONDER_EMANCIPATION_PROCLAMATION
WONDER_EMANCIPATION_PROCLAMATION,1,kv,Description,DESCRIPTION_WONDER_EMANCIPATION_PROCLAMATION
WONDER_EMANCIPATION_PROCLAMATION,2,kv,Movie,MOVIE_WONDER_EMANCIPATION_PROCLAMATION
WONDER_EMANCIPATION_PROCLAMATION,3,kv,EnableAdvance,ADVANCE_AGE_OF_REASON
WONDER_EMANCIPATION_PROCLAMATION,4,kv,ProductionCost,5760
WONDER_EMANCIPATION_PROCLAMATION,5,flag,FreeSlaves,
WONDER_EMANCIPATION_PROCLAMATION,6,flag,ProhibitSlavers,
WONDER_EMPIRE_STATE_BUILDING,0,kv,DefaultIcon,ICON_WONDER_EMPIRE_STATE_BUILDING
WONDER_EMPIRE_STATE_BUILDING,1,kv,Description,DESCRIPTION_WONDER_EMPIRE_STATE_BUILDING
WONDER_EMPIRE_STATE_BUILDING,2,kv,Movie,MOVIE_WONDER_EMPIRE_STATE_BUILDING
WONDER_EMPIRE_STATE_BUILDING,3,kv,EnableAdvance,ADVANCE_CORPORATION
WONDER_EMPIRE_STATE_BUILDING,4,kv,ProductionCost,7200
WONDER_EMPIRE_STATE_BUILDING,5,kv,IncreaseRegard,100
WONDER_FIELD_DYNAMICS_LABORATORY,0,kv,DefaultIcon,ICON_WONDER_FIELD_DYNAMICS_LABORATORY
WONDER_FIELD_DYNAMICS_LABORATORY,1,kv,Description,DESCRIPTION_WONDER_FIELD_DYNAMICS_LABORATORY
WONDER_FIELD_DYNAMICS_LABORATORY,2,kv,Movie,MOVIE_WONDER_FIELD_DYNAMICS_LABORATORY
WONDER_FIELD_DYNAMICS_LABORATORY,3,kv,EnableAdvance,ADVANCE_HT_SUPERCONDUCTOR
WONDER_FIELD_DYNAMICS_LABORATORY,4,kv,ProductionCost,15200
WONDER_FIELD_DYNAMICS_LABORATORY,5,kv,IncKnowledgePercent,10
WONDER_GALILEOS_TELESCOPE,0,kv,DefaultIcon,ICON_WONDER_GALILEOS_TELESCOPE
WONDER_GALILEOS_TELESCOPE,1,kv,Description,DESCRIPTION_WONDER_GALILEOS_TELESCOPE
WONDER_GALILEOS_TELESCOPE,2,kv,Movie,MOVIE_WONDER_GALILEOS_TELESCOPE
